Date,Time,HomeTeam,HomeGoals,AwayTeam,AwayGoals,GameID
2025-01-25,3:00 pm,Ottawa 67's,5,Kingston Frontenacs,4,27756
2025-01-25,7:00 pm,Erie Otters,3,Kitchener Rangers,4,27754
2025-01-25,7:00 pm,Flint Firebirds,5,Brampton Steelheads,3,27755
2025-01-25,7:00 pm,Owen Sound Attack,5,Sarnia Sting,4,27757
2025-01-25,7:30 pm,Barrie Colts,6,Brantford Bulldogs,3,27753
2025-01-26,2:00 pm,Niagara IceDogs,6,Erie Otters,3,27758
2025-01-26,2:00 pm,North Bay Battalion,3,Sudbury Wolves,2,27759
2025-01-26,2:00 pm,Ottawa 67's,2,Saginaw Spirit,7,27761
2025-01-26,2:07 pm,Soo Greyhounds,3,London Knights,7,27762
2025-01-26,4:05 pm,Windsor Spitfires,5,Brampton Steelheads,2,27763
2025-01-26,6:05 pm,Oshawa Generals,1,Guelph Storm,6,27760
2025-01-29,7:00 pm,Owen Sound Attack,3,Erie Otters,4,27764
2025-01-29,7:07 pm,Soo Greyhounds,4,Kitchener Rangers,5,27765
2025-01-30,7:00 pm,Barrie Colts,5,Ottawa 67's,3,27766
2025-01-30,7:00 pm,North Bay Battalion,2,Brantford Bulldogs,3,27767
2025-01-30,7:05 pm,Peterborough Petes,3,Brampton Steelheads,4,27768
2025-01-30,7:05 pm,Saginaw Spirit,5,Kingston Frontenacs,9,27769
2025-01-30,7:05 pm,Windsor Spitfires,1,Flint Firebirds,5,27770
2025-01-31,7:00 pm,Brampton Steelheads,4,Peterborough Petes,5,27771
2025-01-31,7:00 pm,Flint Firebirds,2,Kitchener Rangers,3,27772
2025-01-31,7:00 pm,London Knights,4,Erie Otters,2,27774
2025-01-31,7:05 pm,Oshawa Generals,3,Barrie Colts,2,27775
2025-01-31,7:05 pm,Sudbury Wolves,8,North Bay Battalion,3,27777
2025-01-31,7:07 pm,Guelph Storm,3,Sarnia Sting,4,27773
2025-01-31,7:07 pm,Soo Greyhounds,4,Brantford Bulldogs,6,27776
2025-02-01,4:00 pm,Owen Sound Attack,3,Ottawa 67's,1,27780
2025-02-01,7:00 pm,Flint Firebirds,4,Kingston Frontenacs,7,27779
2025-02-01,7:05 pm,Peterborough Petes,3,Oshawa Generals,2,27781
2025-02-01,7:05 pm,Saginaw Spirit,5,Kitchener Rangers,4,27782
2025-02-01,7:05 pm,Sarnia Sting,4,Erie Otters,1,27783
2025-02-01,7:30 pm,Barrie Colts,7,Niagara IceDogs,6,27778
2025-02-02,1:00 pm,North Bay Battalion,4,Niagara IceDogs,3,27785
2025-02-02,2:00 pm,Owen Sound Attack,5,Brampton Steelheads,3,27786
2025-02-02,2:05 pm,Sudbury Wolves,3,Brantford Bulldogs,9,27789
2025-02-02,2:07 pm,Guelph Storm,3,Ottawa 67's,4,27784
2025-02-02,4:00 pm,Sarnia Sting,2,Kingston Frontenacs,4,27788
2025-02-02,5:30 pm,Saginaw Spirit,5,Soo Greyhounds,2,27787
2025-02-02,7:00 pm,Windsor Spitfires,4,London Knights,3,27790
2025-02-04,11:00 am,Erie Otters,4,Guelph Storm,3,27791
2025-02-04,6:30 pm,London Knights,5,Kitchener Rangers,3,27792
2025-02-04,7:00 pm,Barrie Colts,3,Kingston Frontenacs,2,27678
2025-02-05,7:00 pm,Brantford Bulldogs,2,Sudbury Wolves,1,27793
2025-02-05,7:00 pm,Ottawa 67's,1,Oshawa Generals,8,27794
2025-02-05,7:05 pm,Windsor Spitfires,3,Saginaw Spirit,6,27795
2025-02-06,7:00 pm,North Bay Battalion,4,Soo Greyhounds,7,27796
2025-02-06,7:05 pm,Peterborough Petes,2,Flint Firebirds,7,27797
2025-02-07,7:00 pm,Brampton Steelheads,10,Erie Otters,3,27798
2025-02-07,7:00 pm,Brantford Bulldogs,4,Saginaw Spirit,2,27799
2025-02-07,7:00 pm,Kingston Frontenacs,3,Flint Firebirds,1,27801
2025-02-07,7:00 pm,Kitchener Rangers,4,Owen Sound Attack,3,27802
2025-02-07,7:00 pm,London Knights,3,Peterborough Petes,1,27803
2025-02-07,7:00 pm,Niagara IceDogs,3,Sudbury Wolves,7,27804
2025-02-07,7:05 pm,Oshawa Generals,5,Ottawa 67's,2,27805
2025-02-07,7:05 pm,Windsor Spitfires,7,Sarnia Sting,2,27806
2025-02-07,7:07 pm,Guelph Storm,5,North Bay Battalion,4,27800
2025-02-08,4:00 pm,Brampton Steelheads,6,Kingston Frontenacs,0,27808
2025-02-08,7:00 pm,Erie Otters,7,Sudbury Wolves,4,27809
2025-02-08,7:00 pm,Niagara IceDogs,1,Kitchener Rangers,9,27811
2025-02-08,7:00 pm,Owen Sound Attack,4,North Bay Battalion,1,27812
2025-02-08,7:05 pm,Sarnia Sting,2,Peterborough Petes,3,27813
2025-02-08,7:05 pm,Windsor Spitfires,3,Brantford Bulldogs,2,27814
2025-02-08,7:07 pm,Guelph Storm,7,Saginaw Spirit,10,27810
2025-02-08,7:30 pm,Barrie Colts,4,Soo Greyhounds,2,27807
2025-02-09,2:00 pm,Ottawa 67's,2,Flint Firebirds,5,27816
2025-02-09,2:00 pm,Owen Sound Attack,2,Kingston Frontenacs,4,27817
2025-02-09,2:05 pm,Oshawa Generals,6,Soo Greyhounds,0,27815
2025-02-11,7:00 pm,Kitchener Rangers,3,Oshawa Generals,4,27818
2025-02-12,7:00 pm,Erie Otters,2,Niagara IceDogs,1,27819
2025-02-12,7:00 pm,Ottawa 67's,3,Peterborough Petes,0,27820
2025-02-12,7:05 pm,Sarnia Sting,3,Guelph Storm,4,27822
2025-02-12,7:05 pm,Sudbury Wolves,3,Brampton Steelheads,7,27823
2025-02-12,7:07 pm,Soo Greyhounds,4,Saginaw Spirit,8,27821
2025-02-13,7:00 pm,Barrie Colts,4,London Knights,8,27824
2025-02-13,7:00 pm,North Bay Battalion,4,Brampton Steelheads,2,27825
2025-02-13,7:05 pm,Windsor Spitfires,8,Sarnia Sting,2,27827
2025-02-14,7:00 pm,Brantford Bulldogs,10,Niagara IceDogs,1,27828
2025-02-14,7:00 pm,Flint Firebirds,2,Sudbury Wolves,3,27829
2025-02-14,7:00 pm,Kingston Frontenacs,4,Kitchener Rangers,2,27831
2025-02-14,7:00 pm,London Knights,7,Soo Greyhounds,3,27832
2025-02-14,7:00 pm,Owen Sound Attack,8,Erie Otters,5,27833
2025-02-14,7:05 pm,Saginaw Spirit,3,Windsor Spitfires,2,27834
2025-02-14,7:05 pm,Peterborough Petes,1,Ottawa 67's,4,28042
2025-02-14,7:07 pm,Guelph Storm,5,Oshawa Generals,7,27830
2025-02-15,7:00 pm,Owen Sound Attack,3,Erie Otters,4,27838
2025-02-15,7:05 pm,Oshawa Generals,2,Brampton Steelheads,4,27837
2025-02-15,7:05 pm,Peterborough Petes,3,Kingston Frontenacs,2,27839
2025-02-15,7:05 pm,Saginaw Spirit,8,Sudbury Wolves,3,27840
2025-02-15,7:05 pm,Sarnia Sting,1,Soo Greyhounds,3,27841
2025-02-15,7:30 pm,Barrie Colts,4,North Bay Battalion,5,27835
2025-02-16,2:00 pm,Niagara IceDogs,4,Brantford Bulldogs,5,27842
2025-02-16,2:00 pm,Ottawa 67's,1,Kitchener Rangers,5,27843
2025-02-17,2:00 pm,Brampton Steelheads,6,Niagara IceDogs,0,27844
2025-02-17,2:00 pm,Brantford Bulldogs,8,Soo Greyhounds,6,27845
2025-02-17,2:00 pm,London Knights,4,Flint Firebirds,1,27848
2025-02-17,2:00 pm,Ottawa 67's,2,North Bay Battalion,3,27850
2025-02-17,2:05 pm,Oshawa Generals,2,Erie Otters,1,27849
2025-02-17,2:05 pm,Sarnia Sting,3,Saginaw Spirit,7,27852
2025-02-17,2:05 pm,Windsor Spitfires,4,Owen Sound Attack,1,27853
2025-02-17,2:07 pm,Guelph Storm,7,Sudbury Wolves,6,27846
2025-02-17,3:05 pm,Peterborough Petes,5,Kitchener Rangers,3,27851
2025-02-18,7:00 pm,Kingston Frontenacs,6,Barrie Colts,4,27847
2025-02-19,7:00 pm,Brampton Steelheads,4,Oshawa Generals,2,27854
2025-02-20,7:00 pm,Barrie Colts,1,Owen Sound Attack,5,27855
2025-02-20,7:05 pm,Peterborough Petes,3,Brantford Bulldogs,4,27856
2025-02-20,7:05 pm,Saginaw Spirit,5,North Bay Battalion,1,27857
2025-02-21,7:00 pm,Erie Otters,2,Oshawa Generals,3,27858
2025-02-21,7:00 pm,Flint Firebirds,1,North Bay Battalion,4,27859
2025-02-21,7:00 pm,Kingston Frontenacs,4,Brantford Bulldogs,2,27860
2025-02-21,7:00 pm,Kitchener Rangers,4,Barrie Colts,1,27861
2025-02-21,7:00 pm,London Knights,4,Brampton Steelheads,3,27862
2025-02-21,7:00 pm,Ottawa 67's,6,Niagara IceDogs,2,27863
2025-02-21,7:05 pm,Sarnia Sting,6,Windsor Spitfires,5,27865
2025-02-21,7:05 pm,Sudbury Wolves,8,Owen Sound Attack,1,27866
2025-02-21,7:07 pm,Soo Greyhounds,4,Guelph Storm,3,27864
2025-02-22,4:00 pm,Brampton Steelheads,8,Sudbury Wolves,1,27868
2025-02-22,4:00 pm,Kingston Frontenacs,6,Niagara IceDogs,3,27871
2025-02-22,7:00 pm,Erie Otters,1,London Knights,5,27869
2025-02-22,7:00 pm,Flint Firebirds,5,Windsor Spitfires,4,27870
2025-02-22,7:05 pm,Saginaw Spirit,2,Guelph Storm,5,27872
2025-02-22,7:30 pm,Barrie Colts,4,Peterborough Petes,3,27867
2025-02-23,2:00 pm,Ottawa 67's,1,Brantford Bulldogs,5,27875
2025-02-23,2:05 pm,Sarnia Sting,1,North Bay Battalion,5,27877
2025-02-23,2:07 pm,Soo Greyhounds,3,Owen Sound Attack,4,27876
2025-02-23,4:05 pm,Windsor Spitfires,7,Saginaw Spirit,3,27878
2025-02-23,6:00 pm,London Knights,4,Kitchener Rangers,5,27873
2025-02-23,6:05 pm,Oshawa Generals,5,Kingston Frontenacs,1,27874
2025-02-24,7:00 pm,Erie Otters,1,Flint Firebirds,2,27560
2025-02-25,7:00 pm,Kitchener Rangers,6,Guelph Storm,1,27879
2025-02-25,7:07 pm,Soo Greyhounds,6,North Bay Battalion,3,27556
2025-02-26,6:37 pm,Guelph Storm,4,Barrie Colts,5,27881
2025-02-26,7:00 pm,Owen Sound Attack,5,Niagara IceDogs,1,27681
2025-02-26,7:00 pm,Flint Firebirds,6,Sarnia Sting,2,27880
2025-02-26,7:07 pm,Soo Greyhounds,6,Sudbury Wolves,3,27882
2025-02-27,7:00 pm,Barrie Colts,5,Saginaw Spirit,4,27883
2025-02-27,7:00 pm,Niagara IceDogs,4,Erie Otters,5,27884
2025-02-27,7:00 pm,North Bay Battalion,1,Brampton Steelheads,2,27885
2025-02-27,7:05 pm,Peterborough Petes,1,Windsor Spitfires,7,27886
2025-02-28,7:00 pm,Brantford Bulldogs,5,Oshawa Generals,3,27887
2025-02-28,7:00 pm,Kingston Frontenacs,4,Windsor Spitfires,2,27889
2025-02-28,7:00 pm,Kitchener Rangers,4,Sarnia Sting,3,27890
2025-02-28,7:00 pm,London Knights,9,Owen Sound Attack,1,27891
2025-02-28,7:00 pm,Ottawa 67's,5,North Bay Battalion,2,27892
2025-02-28,7:05 pm,Sudbury Wolves,2,Saginaw Spirit,7,27894
2025-02-28,7:07 pm,Guelph Storm,3,Flint Firebirds,5,27888
2025-02-28,7:07 pm,Soo Greyhounds,3,Brampton Steelheads,6,27893
2025-03-01,7:00 pm,Brantford Bulldogs,4,Peterborough Petes,3,27896
2025-03-01,7:00 pm,Erie Otters,3,Flint Firebirds,6,27897
2025-03-01,7:00 pm,Niagara IceDogs,6,London Knights,4,27898
2025-03-01,7:00 pm,Owen Sound Attack,3,Kitchener Rangers,2,27899
2025-03-01,7:30 pm,Barrie Colts,6,Kingston Frontenacs,3,27895
2025-03-02,2:00 pm,North Bay Battalion,3,Saginaw Spirit,8,27901
2025-03-02,2:00 pm,Ottawa 67's,5,Windsor Spitfires,4,27903
2025-03-02,2:05 pm,Sarnia Sting,3,Guelph Storm,1,27904
2025-03-02,2:05 pm,Sudbury Wolves,3,Brampton Steelheads,2,27905
2025-03-02,4:00 pm,Erie Otters,7,Peterborough Petes,2,27900
2025-03-02,6:05 pm,Oshawa Generals,3,London Knights,4,27902
2025-03-05,11:00 am,Brampton Steelheads,0,Oshawa Generals,4,27906
2025-03-05,7:00 pm,Brantford Bulldogs,0,London Knights,5,27907
2025-03-05,7:00 pm,Flint Firebirds,3,Saginaw Spirit,5,27908
2025-03-05,7:05 pm,Sudbury Wolves,3,Niagara IceDogs,2,27909
2025-03-06,7:00 pm,North Bay Battalion,4,Niagara IceDogs,3,27910
2025-03-06,7:05 pm,Peterborough Petes,4,Ottawa 67's,3,27911
2025-03-06,7:05 pm,Saginaw Spirit,7,Barrie Colts,4,27912
2025-03-06,7:05 pm,Windsor Spitfires,7,Kingston Frontenacs,1,27913
2025-03-07,7:00 pm,Brampton Steelheads,2,North Bay Battalion,0,27914
2025-03-07,7:00 pm,Erie Otters,4,Owen Sound Attack,1,27915
2025-03-07,7:00 pm,Flint Firebirds,2,Brantford Bulldogs,4,27916
2025-03-07,7:00 pm,Kitchener Rangers,7,Windsor Spitfires,4,27918
2025-03-07,7:00 pm,London Knights,3,Kingston Frontenacs,2,27919
2025-03-07,7:05 pm,Sudbury Wolves,5,Oshawa Generals,3,27921
2025-03-07,7:07 pm,Guelph Storm,1,Sarnia Sting,5,27917
2025-03-07,7:07 pm,Soo Greyhounds,2,Barrie Colts,3,27920
2025-03-08,3:00 pm,Ottawa 67's,3,Peterborough Petes,4,27924
2025-03-08,7:00 pm,Erie Otters,7,Owen Sound Attack,3,27922
2025-03-08,7:00 pm,Flint Firebirds,6,Sarnia Sting,2,27923
2025-03-08,7:05 pm,Saginaw Spirit,3,Brantford Bulldogs,11,27926
2025-03-08,7:07 pm,Soo Greyhounds,3,Oshawa Generals,4,27925
2025-03-09,2:00 pm,Kitchener Rangers,4,Guelph Storm,3,27927
2025-03-09,2:00 pm,Niagara IceDogs,3,Kingston Frontenacs,4,27928
2025-03-09,2:00 pm,North Bay Battalion,5,Ottawa 67's,2,27929
2025-03-09,2:05 pm,Sarnia Sting,0,London Knights,9,27930
2025-03-09,2:05 pm,Sudbury Wolves,7,Barrie Colts,2,27931
2025-03-11,7:00 pm,Brampton Steelheads,6,Sudbury Wolves,8,27932
2025-03-11,7:00 pm,London Knights,7,Guelph Storm,3,27933
2025-03-11,7:00 pm,Niagara IceDogs,4,Barrie Colts,7,27934
2025-03-11,7:05 pm,Windsor Spitfires,7,Erie Otters,5,27935
2025-03-12,6:37 pm,Guelph Storm,3,London Knights,6,27936
2025-03-12,7:00 pm,Kingston Frontenacs,7,Ottawa 67's,1,27937
2025-03-12,7:00 pm,Owen Sound Attack,6,Flint Firebirds,3,27938
2025-03-12,7:05 pm,Peterborough Petes,3,Brampton Steelheads,6,27939
2025-03-12,7:05 pm,Sarnia Sting,5,Erie Otters,6,27940
2025-03-13,7:00 pm,North Bay Battalion,1,Brantford Bulldogs,2,27941
2025-03-13,7:05 pm,Windsor Spitfires,6,Soo Greyhounds,3,27942
2025-03-14,7:00 pm,Brampton Steelheads,4,Barrie Colts,1,27943
2025-03-14,7:00 pm,Kingston Frontenacs,8,Peterborough Petes,2,27945
2025-03-14,7:00 pm,Kitchener Rangers,6,North Bay Battalion,0,27946
2025-03-14,7:00 pm,London Knights,3,Saginaw Spirit,1,27947
2025-03-14,7:00 pm,Ottawa 67's,3,Oshawa Generals,2,27948
2025-03-14,7:05 pm,Sarnia Sting,4,Soo Greyhounds,5,27949
2025-03-14,7:05 pm,Sudbury Wolves,1,Brantford Bulldogs,5,27950
2025-03-14,7:07 pm,Guelph Storm,2,Owen Sound Attack,7,27944
2025-03-15,7:00 pm,Erie Otters,2,Niagara IceDogs,5,27952
2025-03-15,7:00 pm,Flint Firebirds,3,Soo Greyhounds,6,27953
2025-03-15,7:00 pm,Owen Sound Attack,2,Kitchener Rangers,3,27954
2025-03-15,7:05 pm,Peterborough Petes,1,Sudbury Wolves,2,27955
2025-03-15,7:05 pm,Saginaw Spirit,6,Windsor Spitfires,5,27956
2025-03-15,7:30 pm,Barrie Colts,4,Sarnia Sting,3,27951
2025-03-16,2:00 pm,Niagara IceDogs,2,Brampton Steelheads,6,27958
2025-03-16,2:00 pm,North Bay Battalion,4,Barrie Colts,5,27959
2025-03-16,2:00 pm,Ottawa 67's,2,Kingston Frontenacs,3,27961
2025-03-16,4:00 pm,Erie Otters,6,Guelph Storm,4,27957
2025-03-16,4:05 pm,Windsor Spitfires,8,London Knights,5,27962
2025-03-16,6:05 pm,Oshawa Generals,3,Sudbury Wolves,2,27960
2025-03-18,7:00 pm,Flint Firebirds,1,Guelph Storm,2,27836
2025-03-18,7:00 pm,Kitchener Rangers,1,London Knights,2,27963
2025-03-19,7:00 pm,Brantford Bulldogs,2,Brampton Steelheads,7,27964
2025-03-19,7:05 pm,Sudbury Wolves,2,Soo Greyhounds,3,27965
2025-03-20,6:37 pm,Guelph Storm,6,Erie Otters,4,27967
2025-03-20,7:00 pm,Barrie Colts,1,Owen Sound Attack,3,27966
2025-03-20,7:00 pm,Niagara IceDogs,1,Ottawa 67's,2,27968
2025-03-20,7:00 pm,North Bay Battalion,5,Oshawa Generals,1,27969
2025-03-20,7:05 pm,Peterborough Petes,2,Kingston Frontenacs,6,27970
2025-03-20,7:05 pm,Windsor Spitfires,5,Sarnia Sting,0,27971
2025-03-21,7:00 pm,Brampton Steelheads,6,Peterborough Petes,1,27972
2025-03-21,7:00 pm,Kingston Frontenacs,0,Brantford Bulldogs,4,27973
2025-03-21,7:00 pm,Kitchener Rangers,3,Owen Sound Attack,2,27974
2025-03-21,7:00 pm,London Knights,6,Windsor Spitfires,2,27975
2025-03-21,7:00 pm,Niagara IceDogs,4,North Bay Battalion,5,27976
2025-03-21,7:05 pm,Sarnia Sting,5,Flint Firebirds,2,27978
2025-03-21,7:05 pm,Sudbury Wolves,1,Oshawa Generals,4,27979
2025-03-21,7:07 pm,Soo Greyhounds,7,Saginaw Spirit,4,27977
2025-03-22,7:00 pm,Erie Otters,1,Ottawa 67's,7,27981
2025-03-22,7:00 pm,Flint Firebirds,6,Saginaw Spirit,3,27982
2025-03-22,7:00 pm,Owen Sound Attack,4,Guelph Storm,2,27983
2025-03-22,7:30 pm,Barrie Colts,8,Niagara IceDogs,1,27980
2025-03-23,2:00 pm,Brampton Steelheads,4,Kingston Frontenacs,1,27984
2025-03-23,2:00 pm,Brantford Bulldogs,7,Ottawa 67's,2,27985
2025-03-23,2:00 pm,North Bay Battalion,4,Sudbury Wolves,0,27988
2025-03-23,2:07 pm,Guelph Storm,2,Kitchener Rangers,0,27987
2025-03-23,2:07 pm,Soo Greyhounds,5,Sarnia Sting,2,27990
2025-03-23,4:00 pm,Erie Otters,6,London Knights,4,27986
2025-03-23,5:30 pm,Saginaw Spirit,9,Flint Firebirds,2,27991
2025-03-23,6:05 pm,Oshawa Generals,5,Peterborough Petes,2,27989
2025-03-27,7:00 pm,Barrie Colts,4,Niagara IceDogs,2,28052
2025-03-27,7:05 pm,Windsor Spitfires,7,Soo Greyhounds,2,28080
2025-03-27,7:05 pm,Saginaw Spirit,5,Erie Otters,8,28094
2025-03-28,7:00 pm,Brantford Bulldogs,6,North Bay Battalion,3,28045
2025-03-28,7:00 pm,Kingston Frontenacs,4,Sudbury Wolves,1,28059
2025-03-28,7:00 pm,London Knights,6,Owen Sound Attack,1,28073
2025-03-28,7:00 pm,Kitchener Rangers,4,Flint Firebirds,3,28087
2025-03-28,7:05 pm,Oshawa Generals,7,Brampton Steelheads,4,28066
2025-03-29,7:05 pm,Windsor Spitfires,7,Soo Greyhounds,1,28081
2025-03-29,7:05 pm,Saginaw Spirit,5,Erie Otters,9,28095
2025-03-30,2:00 pm,Kingston Frontenacs,4,Sudbury Wolves,3,28060
2025-03-30,2:00 pm,London Knights,6,Owen Sound Attack,3,28074
2025-03-30,2:00 pm,Kitchener Rangers,6,Flint Firebirds,1,28088
2025-03-30,6:05 pm,Oshawa Generals,1,Brampton Steelheads,3,28067
2025-03-30,7:00 pm,Brantford Bulldogs,3,North Bay Battalion,0,28046
2025-03-31,7:00 pm,Barrie Colts,7,Niagara IceDogs,5,28053
2025-03-31,7:07 pm,Soo Greyhounds,3,Windsor Spitfires,2,28082
2025-04-01,7:00 pm,North Bay Battalion,3,Brantford Bulldogs,4,28047
2025-04-01,7:00 pm,Niagara IceDogs,6,Barrie Colts,4,28054
2025-04-01,7:00 pm,Brampton Steelheads,5,Oshawa Generals,7,28068
2025-04-01,7:00 pm,Owen Sound Attack,4,London Knights,7,28075
2025-04-01,7:00 pm,Flint Firebirds,2,Kitchener Rangers,0,28089
2025-04-01,7:00 pm,Erie Otters,2,Saginaw Spirit,3,28096
2025-04-01,7:05 pm,Sudbury Wolves,2,Kingston Frontenacs,4,28061
2025-04-02,7:07 pm,Soo Greyhounds,1,Windsor Spitfires,4,28083
2025-04-03,7:00 pm,North Bay Battalion,6,Brantford Bulldogs,3,28048
2025-04-03,7:00 pm,Niagara IceDogs,3,Barrie Colts,6,28055
2025-04-03,7:00 pm,Brampton Steelheads,1,Oshawa Generals,4,28069
2025-04-03,7:00 pm,Owen Sound Attack,4,London Knights,8,28076
2025-04-03,7:00 pm,Flint Firebirds,1,Kitchener Rangers,5,28090
2025-04-03,7:00 pm,Erie Otters,7,Saginaw Spirit,3,28097
2025-04-03,7:05 pm,Sudbury Wolves,2,Kingston Frontenacs,3,28062
2025-04-04,7:00 pm,Kitchener Rangers,2,Flint Firebirds,1,28091
2025-04-04,7:05 pm,Oshawa Generals,3,Brampton Steelheads,6,28070
2025-04-04,7:05 pm,Windsor Spitfires,8,Soo Greyhounds,4,28084
2025-04-05,7:00 pm,Brantford Bulldogs,5,North Bay Battalion,1,28049
2025-04-05,7:05 pm,Saginaw Spirit,3,Erie Otters,6,28098
2025-04-05,7:30 pm,Barrie Colts,6,Niagara IceDogs,3,28056
2025-04-06,2:00 pm,Brampton Steelheads,1,Oshawa Generals,4,28071
2025-04-10,7:00 pm,Brantford Bulldogs,5,Oshawa Generals,2,28101
2025-04-10,7:00 pm,Barrie Colts,6,Kingston Frontenacs,2,28108
2025-04-10,7:00 pm,London Knights,6,Erie Otters,3,28115
2025-04-10,7:05 pm,Windsor Spitfires,5,Kitchener Rangers,1,28122
2025-04-12,7:00 pm,London Knights,7,Erie Otters,2,28116
2025-04-12,7:05 pm,Windsor Spitfires,5,Kitchener Rangers,1,28123
2025-04-12,7:30 pm,Barrie Colts,7,Kingston Frontenacs,4,28109
2025-04-13,2:00 pm,Brantford Bulldogs,8,Oshawa Generals,5,28102
2025-04-14,7:00 pm,Kitchener Rangers,3,Windsor Spitfires,6,28124
2025-04-15,7:00 pm,Kingston Frontenacs,5,Barrie Colts,3,28110
2025-04-15,7:00 pm,Erie Otters,0,London Knights,4,28117
2025-04-15,7:05 pm,Oshawa Generals,7,Brantford Bulldogs,2,28103
2025-04-16,7:00 pm,Kitchener Rangers,3,Windsor Spitfires,0,28125
2025-04-17,7:00 pm,Kingston Frontenacs,9,Barrie Colts,4,28111
2025-04-17,7:00 pm,Erie Otters,3,London Knights,4,28118
2025-04-17,7:05 pm,Oshawa Generals,4,Brantford Bulldogs,2,28104
2025-04-18,7:05 pm,Windsor Spitfires,2,Kitchener Rangers,5,28126
2025-04-19,7:00 pm,Brantford Bulldogs,2,Oshawa Generals,3,28105
2025-04-19,7:30 pm,Barrie Colts,2,Kingston Frontenacs,1,28112
2025-04-20,6:05 pm,Oshawa Generals,4,Brantford Bulldogs,1,28106
2025-04-20,7:00 pm,Kingston Frontenacs,3,Barrie Colts,2,28113
2025-04-20,7:00 pm,Kitchener Rangers,4,Windsor Spitfires,0,28127
2025-04-22,7:00 pm,Barrie Colts,6,Kingston Frontenacs,4,28114
2025-04-22,7:05 pm,Windsor Spitfires,1,Kitchener Rangers,2,28128
2025-04-25,7:00 pm,London Knights,5,Kitchener Rangers,2,28136
2025-04-25,7:30 pm,Barrie Colts,1,Oshawa Generals,3,28129
2025-04-27,4:00 pm,London Knights,6,Kitchener Rangers,2,28137
2025-04-27,6:00 pm,Barrie Colts,1,Oshawa Generals,7,28130
2025-04-28,7:00 pm,Kitchener Rangers,2,London Knights,3,28138
2025-04-29,7:05 pm,Oshawa Generals,7,Barrie Colts,6,28131
2025-04-30,7:00 pm,Kitchener Rangers,2,London Knights,4,28139
2025-05-01,7:05 pm,Oshawa Generals,8,Barrie Colts,4,28132
2025-05-08,7:00 pm,London Knights,2,Oshawa Generals,4,28143
2025-05-10,7:00 pm,London Knights,5,Oshawa Generals,2,28144
2025-05-12,7:00 pm,Oshawa Generals,5,London Knights,7,28145
2025-05-13,7:00 pm,Oshawa Generals,2,London Knights,6,28146
2025-05-15,7:00 pm,London Knights,5,Oshawa Generals,2,28147
2025-08-29,2:00 pm,Saginaw Spirit,5,Oshawa Generals,6,28833
2025-08-29,7:00 pm,Brampton Steelheads,7,Guelph Storm,2,28832
2025-08-29,7:00 pm,Kitchener Rangers,3,Brantford Bulldogs,4,28834
2025-08-29,7:00 pm,London Knights,6,Sarnia Sting,5,28835
2025-08-30,2:00 pm,Brantford Bulldogs,3,Saginaw Spirit,2,28836
2025-08-30,7:00 pm,Kitchener Rangers,4,Oshawa Generals,1,28838
2025-08-30,7:00 pm,Niagara IceDogs,3,Flint Firebirds,2,28839
2025-08-30,7:05 pm,Peterborough Petes,5,Erie Otters,2,28840
2025-08-30,7:05 pm,Sarnia Sting,4,London Knights,5,28841
2025-08-30,7:07 pm,Guelph Storm,3,Brampton Steelheads,1,28837
2025-08-31,2:00 pm,Kingston Frontenacs,2,Ottawa 67's,1,28842
2025-08-31,2:00 pm,Kitchener Rangers,6,Saginaw Spirit,4,28843
2025-08-31,2:00 pm,Owen Sound Attack,3,North Bay Battalion,4,28844
